name,face,type_line,subtype_count,subtypes,set,rarity,scryfall_uri
Shoreline Ranger,Shoreline Ranger,Creature — Bird Soldier Ranger,3,"Bird, Soldier, Ranger",a25,common,https://scryfall.com/card/a25/72/shoreline-ranger?utm_source=api
Shriekdiver,Shriekdiver,Creature — Zombie Bird Warrior,3,"Zombie, Bird, Warrior",war,common,https://scryfall.com/card/war/103/shriekdiver?utm_source=api
"Shuri, Vibranium Technologist","Shuri, Vibranium Technologist",Legendary Creature — Human Artificer Hero,3,"Human, Artificer, Hero",msc,uncommon,https://scryfall.com/card/msc/746/shuri-vibranium-technologist?utm_source=api
"Shuri, Wakandan Inventor","Shuri, Wakandan Inventor",Legendary Creature — Human Artificer Hero,3,"Human, Artificer, Hero",msh,uncommon,https://scryfall.com/card/msh/75/shuri-wakandan-inventor?utm_source=api
"Shuri, the Black Panther","Shuri, the Black Panther",Legendary Creature — Human Noble Hero,3,"Human, Noble, Hero",msc,mythic,https://scryfall.com/card/msc/95/shuri-the-black-panther?utm_source=api
"Sidisi, Regent of the Mire","Sidisi, Regent of the Mire",Legendary Creature — Zombie Snake Warlock,3,"Zombie, Snake, Warlock",tdm,rare,https://scryfall.com/card/tdm/92/sidisi-regent-of-the-mire?utm_source=api
"Siegfried, Famed Swordsman","Siegfried, Famed Swordsman",Legendary Creature — Human Warrior Rogue,3,"Human, Warrior, Rogue",fic,rare,https://scryfall.com/card/fic/51/siegfried-famed-swordsman?utm_source=api
Sif's Spearmaster,Sif's Spearmaster,Creature — God Warrior Hero,3,"God, Warrior, Hero",msc,common,https://scryfall.com/card/msc/765/sifs-spearmaster?utm_source=api
Sighted-Caste Sorcerer,Sighted-Caste Sorcerer,Creature — Human Wizard Sorcerer,3,"Human, Wizard, Sorcerer",ala,common,https://scryfall.com/card/ala/26/sighted-caste-sorcerer?utm_source=api
Silent Assassin,Silent Assassin,Creature — Human Mercenary Assassin,3,"Human, Mercenary, Assassin",mmq,rare,https://scryfall.com/card/mmq/160/silent-assassin?utm_source=api
Silhana Starfletcher,Silhana Starfletcher,Creature — Elf Druid Archer,3,"Elf, Druid, Archer",gpt,common,https://scryfall.com/card/gpt/95/silhana-starfletcher?utm_source=api
"Silk, Web Weaver","Silk, Web Weaver",Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,rare,https://scryfall.com/card/spm/145/silk-web-weaver?utm_source=api
Silumgar Sorcerer,Silumgar Sorcerer,Creature — Human Wizard Sorcerer,3,"Human, Wizard, Sorcerer",dtk,uncommon,https://scryfall.com/card/dtk/76/silumgar-sorcerer?utm_source=api
"Silver Sable, Mercenary Leader","Silver Sable, Mercenary Leader",Legendary Creature — Human Mercenary Hero,3,"Human, Mercenary, Hero",spm,uncommon,https://scryfall.com/card/spm/13/silver-sable-mercenary-leader?utm_source=api
"Simic, Value Engine","Simic, Value Engine",Legendary Creature — Vedalken Octopus Raccoon,3,"Vedalken, Octopus, Raccoon",unk,rare,https://scryfall.com/card/unk/RZ08d/simic-value-engine?utm_source=api
Siren Stormtamer,Siren Stormtamer,Creature — Siren Pirate Wizard,3,"Siren, Pirate, Wizard",lcc,uncommon,https://scryfall.com/card/lcc/171/siren-stormtamer?utm_source=api
"Sivriss, Nightmare Speaker","Sivriss, Nightmare Speaker",Legendary Creature — Snake Cleric Warlock,3,"Snake, Cleric, Warlock",clb,uncommon,https://scryfall.com/card/clb/148/sivriss-nightmare-speaker?utm_source=api
Skatewing Spy,Skatewing Spy,Creature — Vedalken Rogue Mutant,3,"Vedalken, Rogue, Mutant",rna,uncommon,https://scryfall.com/card/rna/52/skatewing-spy?utm_source=api
"Skithiryx, the Blight Dragon","Skithiryx, the Blight Dragon",Legendary Creature — Phyrexian Dragon Skeleton,3,"Phyrexian, Dragon, Skeleton",2xm,mythic,https://scryfall.com/card/2xm/107/skithiryx-the-blight-dragon?utm_source=api
Skyclave Aerialist // Skyclave Invader,Skyclave Invader,Creature — Phyrexian Merfolk Scout,3,"Phyrexian, Merfolk, Scout",mom,uncommon,https://scryfall.com/card/mom/78/skyclave-aerialist-skyclave-invader?utm_source=api
Skyrider Elf,Skyrider Elf,Creature — Elf Warrior Ally,3,"Elf, Warrior, Ally",bfz,uncommon,https://scryfall.com/card/bfz/220/skyrider-elf?utm_source=api
Skyshroud Troopers,Skyshroud Troopers,Creature — Elf Druid Warrior,3,"Elf, Druid, Warrior",sth,common,https://scryfall.com/card/sth/115/skyshroud-troopers?utm_source=api
Skyward Spider,Skyward Spider,Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,common,https://scryfall.com/card/spm/146/skyward-spider?utm_source=api
"Slash, Reptile Rampager","Slash, Reptile Rampager",Legendary Creature — Mutant Berserker Turtle,3,"Mutant, Berserker, Turtle",tmt,rare,https://scryfall.com/card/tmt/108/slash-reptile-rampager?utm_source=api
"Slobad, Iron Goblin","Slobad, Iron Goblin",Legendary Creature — Phyrexian Goblin Artificer,3,"Phyrexian, Goblin, Artificer",one,rare,https://scryfall.com/card/one/149/slobad-iron-goblin?utm_source=api
"Smellerbee, Rebel Fighter","Smellerbee, Rebel Fighter",Legendary Creature — Human Rebel Ally,3,"Human, Rebel, Ally",tle,rare,https://scryfall.com/card/tle/125/smellerbee-rebel-fighter?utm_source=api
Smirking Spelljacker,Smirking Spelljacker,Creature — Djinn Wizard Rogue,3,"Djinn, Wizard, Rogue",otc,rare,https://scryfall.com/card/otc/16/smirking-spelljacker?utm_source=api
"Snapdax, Apex of the Hunt","Snapdax, Apex of the Hunt",Legendary Creature — Dinosaur Cat Nightmare,3,"Dinosaur, Cat, Nightmare",iko,mythic,https://scryfall.com/card/iko/209/snapdax-apex-of-the-hunt?utm_source=api
Snow Villiers,Snow Villiers,Legendary Creature — Human Rebel Monk,3,"Human, Rebel, Monk",fin,uncommon,https://scryfall.com/card/fin/33/snow-villiers?utm_source=api
Sojourner's Enforcermite,Sojourner's Enforcermite,Artifact Creature — Frog Myr Salamander,3,"Frog, Myr, Salamander",unk,common,https://scryfall.com/card/unk/CA06b/sojourners-enforcermite?utm_source=api
Sokenzan Renegade,Sokenzan Renegade,Creature — Ogre Samurai Mercenary,3,"Ogre, Samurai, Mercenary",sok,uncommon,https://scryfall.com/card/sok/114/sokenzan-renegade?utm_source=api
Sokenzan Spellblade,Sokenzan Spellblade,Creature — Ogre Samurai Shaman,3,"Ogre, Samurai, Shaman",sok,common,https://scryfall.com/card/sok/115/sokenzan-spellblade?utm_source=api
Sokka and Suki,Sokka and Suki,Legendary Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tle,rare,https://scryfall.com/card/tle/71/sokka-and-suki?utm_source=api
"Sokka, Bold Boomeranger","Sokka, Bold Boomeranger",Legendary Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tla,rare,https://scryfall.com/card/tla/240/sokka-bold-boomeranger?utm_source=api
"Sokka, Lateral Strategist","Sokka, Lateral Strategist",Legendary Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tla,uncommon,https://scryfall.com/card/tla/241/sokka-lateral-strategist?utm_source=api
"Sokka, Swordmaster","Sokka, Swordmaster",Legendary Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tle,mythic,https://scryfall.com/card/tle/83/sokka-swordmaster?utm_source=api
"Sokka, Tenacious Tactician","Sokka, Tenacious Tactician",Legendary Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tla,rare,https://scryfall.com/card/tla/242/sokka-tenacious-tactician?utm_source=api
"Sokka, Wolf Cove's Protector","Sokka, Wolf Cove's Protector",Legendary Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tle,uncommon,https://scryfall.com/card/tle/219/sokka-wolf-coves-protector?utm_source=api
Soldevi Machinist,Soldevi Machinist,Creature — Human Wizard Artificer,3,"Human, Wizard, Artificer",me4,uncommon,https://scryfall.com/card/me4/63/soldevi-machinist?utm_source=api
Solitary Hunter // One of the Pack,Solitary Hunter,Creature — Human Warrior Werewolf,3,"Human, Warrior, Werewolf",soi,common,https://scryfall.com/card/soi/229/solitary-hunter-one-of-the-pack?utm_source=api
Soltari Monk,Soltari Monk,Creature — Soltari Monk Cleric,3,"Soltari, Monk, Cleric",tpr,uncommon,https://scryfall.com/card/tpr/31/soltari-monk?utm_source=api
Sorcerer of the Fang,Sorcerer of the Fang,Creature — Human Wizard Sorcerer,3,"Human, Wizard, Sorcerer",m20,common,https://scryfall.com/card/m20/114/sorcerer-of-the-fang?utm_source=api
Sorceress Queen,Sorceress Queen,Creature — Human Wizard Sorcerer,3,"Human, Wizard, Sorcerer",5ed,rare,https://scryfall.com/card/5ed/194/sorceress-queen?utm_source=api
South Pole Voyager,South Pole Voyager,Creature — Human Scout Ally,3,"Human, Scout, Ally",tla,rare,https://scryfall.com/card/tla/35/south-pole-voyager?utm_source=api
South Wind Avatar,South Wind Avatar,Creature — Snake Spirit Avatar,3,"Snake, Spirit, Avatar",tmt,rare,https://scryfall.com/card/tmt/78/south-wind-avatar?utm_source=api
Spawnbinder Mage,Spawnbinder Mage,Creature — Human Wizard Ally,3,"Human, Wizard, Ally",ogw,common,https://scryfall.com/card/ogw/35/spawnbinder-mage?utm_source=api
Spectacular Spider-Man,Spectacular Spider-Man,Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",pspl,rare,https://scryfall.com/card/pspl/6/spectacular-spider-man?utm_source=api
Spellgorger Barbarian,Spellgorger Barbarian,Creature — Human Nightmare Barbarian,3,"Human, Nightmare, Barbarian",jud,common,https://scryfall.com/card/jud/100/spellgorger-barbarian?utm_source=api
Spellrune Painter // Spellrune Howler,Spellrune Painter,Creature — Human Shaman Werewolf,3,"Human, Shaman, Werewolf",mid,uncommon,https://scryfall.com/card/mid/160/spellrune-painter-spellrune-howler?utm_source=api
Spellweaver Eternal,Spellweaver Eternal,Creature — Zombie Snake Wizard,3,"Zombie, Snake, Wizard",hou,common,https://scryfall.com/card/hou/46/spellweaver-eternal?utm_source=api
Spider-Bot,Spider-Bot,Artifact Creature — Spider Robot Scout,3,"Spider, Robot, Scout",spm,common,https://scryfall.com/card/spm/173/spider-bot?utm_source=api
"Spider-Byte, Web Warden","Spider-Byte, Web Warden",Legendary Creature — Spider Avatar Hero,3,"Spider, Avatar, Hero",spm,uncommon,https://scryfall.com/card/spm/44/spider-byte-web-warden?utm_source=api
"Spider-Girl, Legacy Hero","Spider-Girl, Legacy Hero",Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,uncommon,https://scryfall.com/card/spm/149/spider-girl-legacy-hero?utm_source=api
"Spider-Gwen, Free Spirit","Spider-Gwen, Free Spirit",Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",msc,common,https://scryfall.com/card/msc/874/spider-gwen-free-spirit?utm_source=api
"Spider-Ham, Peter Porker","Spider-Ham, Peter Porker",Legendary Creature — Spider Boar Hero,3,"Spider, Boar, Hero",spm,rare,https://scryfall.com/card/spm/114/spider-ham-peter-porker?utm_source=api
Spider-Islanders,Spider-Islanders,Creature — Spider Horror Citizen,3,"Spider, Horror, Citizen",spm,common,https://scryfall.com/card/spm/91/spider-islanders?utm_source=api
Spider-Man 2099,Spider-Man 2099,Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,rare,https://scryfall.com/card/spm/150/spider-man-2099?utm_source=api
"Spider-Man 2099, Miguel O'Hara","Spider-Man 2099, Miguel O'Hara",Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spe,mythic,https://scryfall.com/card/spe/8/spider-man-2099-miguel-ohara?utm_source=api
Spider-Man India,Spider-Man India,Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,uncommon,https://scryfall.com/card/spm/151/spider-man-india?utm_source=api
Spider-Man Noir,Spider-Man Noir,Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,uncommon,https://scryfall.com/card/spm/67/spider-man-noir?utm_source=api
"Spider-Man, Brooklyn Visionary","Spider-Man, Brooklyn Visionary",Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,common,https://scryfall.com/card/spm/115/spider-man-brooklyn-visionary?utm_source=api
"Spider-Man, Hometown Hero","Spider-Man, Hometown Hero",Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",msc,common,https://scryfall.com/card/msc/857/spider-man-hometown-hero?utm_source=api
"Spider-Man, Miles Morales","Spider-Man, Miles Morales",Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spe,mythic,https://scryfall.com/card/spe/18/spider-man-miles-morales?utm_source=api
"Spider-Man, New Champion","Spider-Man, New Champion",Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",msc,rare,https://scryfall.com/card/msc/705/spider-man-new-champion?utm_source=api
"Spider-Man, Peter Parker","Spider-Man, Peter Parker",Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spe,mythic,https://scryfall.com/card/spe/4/spider-man-peter-parker?utm_source=api
"Spider-Man, To the Rescue","Spider-Man, To the Rescue",Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",msh,uncommon,https://scryfall.com/card/msh/228/spider-man-to-the-rescue?utm_source=api
"Spider-Man, Web-Slinger","Spider-Man, Web-Slinger",Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",msc,common,https://scryfall.com/card/msc/776/spider-man-web-slinger?utm_source=api
"Spider-Man, Web-Spinner","Spider-Man, Web-Spinner",Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",msc,mythic,https://scryfall.com/card/msc/832/spider-man-web-spinner?utm_source=api
Spider-Punk,Spider-Punk,Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,rare,https://scryfall.com/card/spm/92/spider-punk?utm_source=api
"Spider-Rex, Daring Dino","Spider-Rex, Daring Dino",Legendary Creature — Spider Dinosaur Hero,3,"Spider, Dinosaur, Hero",msc,common,https://scryfall.com/card/msc/818/spider-rex-daring-dino?utm_source=api
Spider-UK,Spider-UK,Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",msc,uncommon,https://scryfall.com/card/msc/777/spider-uk?utm_source=api
"Spider-Woman, Stunning Savior","Spider-Woman, Stunning Savior",Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,rare,https://scryfall.com/card/spm/152/spider-woman-stunning-savior?utm_source=api
Spineless Thug,Spineless Thug,Creature — Phyrexian Zombie Mercenary,3,"Phyrexian, Zombie, Mercenary",10e,common,https://scryfall.com/card/10e/180/spineless-thug?utm_source=api
Spinneret and Spiderling,Spinneret and Spiderling,Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,rare,https://scryfall.com/card/spm/94/spinneret-and-spiderling?utm_source=api
Spiteful Bully,Spiteful Bully,Creature — Phyrexian Zombie Mercenary,3,"Phyrexian, Zombie, Mercenary",nem,common,https://scryfall.com/card/nem/72/spiteful-bully?utm_source=api
"Splinter, Aging Champion","Splinter, Aging Champion",Legendary Creature — Mutant Ninja Rat,3,"Mutant, Ninja, Rat",tmc,rare,https://scryfall.com/card/tmc/104/splinter-aging-champion?utm_source=api
"Splinter, Hamato Yoshi","Splinter, Hamato Yoshi",Legendary Creature — Mutant Ninja Rat,3,"Mutant, Ninja, Rat",tmt,uncommon,https://scryfall.com/card/tmt/79/splinter-hamato-yoshi?utm_source=api
"Splinter, Radical Rat","Splinter, Radical Rat",Legendary Creature — Mutant Ninja Rat,3,"Mutant, Ninja, Rat",tmt,rare,https://scryfall.com/card/tmt/169/splinter-radical-rat?utm_source=api
"Splinter, the Mentor","Splinter, the Mentor",Legendary Creature — Mutant Ninja Rat,3,"Mutant, Ninja, Rat",tmc,mythic,https://scryfall.com/card/tmc/3/splinter-the-mentor?utm_source=api
"Squall, SeeD Mercenary","Squall, SeeD Mercenary",Legendary Creature — Human Knight Mercenary,3,"Human, Knight, Mercenary",fin,rare,https://scryfall.com/card/fin/243/squall-seed-mercenary?utm_source=api
Squirrel Dealer,Squirrel Dealer,Creature — Raccoon Lizard Bird,3,"Raccoon, Lizard, Bird",ust,common,https://scryfall.com/card/ust/123/squirrel-dealer?utm_source=api
Starlight Invoker,Starlight Invoker,Creature — Human Cleric Mutant,3,"Human, Cleric, Mutant",10e,uncommon,https://scryfall.com/card/10e/47/starlight-invoker?utm_source=api
Steward of Valeron,Steward of Valeron,Creature — Human Druid Knight,3,"Human, Druid, Knight",ddg,common,https://scryfall.com/card/ddg/11/steward-of-valeron?utm_source=api
"Stick, Fearless Mentor","Stick, Fearless Mentor",Legendary Creature — Human Monk Hero,3,"Human, Monk, Hero",msc,uncommon,https://scryfall.com/card/msc/706/stick-fearless-mentor?utm_source=api
"Stilt-Man, Towering Terror","Stilt-Man, Towering Terror",Legendary Creature — Human Rogue Villain,3,"Human, Rogue, Villain",msc,rare,https://scryfall.com/card/msc/61/stilt-man-towering-terror?utm_source=api
"Stockman, Mad Fly-entist","Stockman, Mad Fly-entist",Legendary Creature — Insect Mutant Scientist,3,"Insect, Mutant, Scientist",tmt,common,https://scryfall.com/card/tmt/54/stockman-mad-fly-entist?utm_source=api
Stone Haven Outfitter,Stone Haven Outfitter,Creature — Kor Artificer Ally,3,"Kor, Artificer, Ally",ogw,rare,https://scryfall.com/card/ogw/37/stone-haven-outfitter?utm_source=api
Stoneforge Acolyte,Stoneforge Acolyte,Creature — Kor Artificer Ally,3,"Kor, Artificer, Ally",ogw,uncommon,https://scryfall.com/card/ogw/38/stoneforge-acolyte?utm_source=api
Storm Fleet Pyromancer,Storm Fleet Pyromancer,Creature — Human Pirate Wizard,3,"Human, Pirate, Wizard",2x2,common,https://scryfall.com/card/2x2/126/storm-fleet-pyromancer?utm_source=api
Storm Shaman,Storm Shaman,Creature — Human Cleric Shaman,3,"Human, Cleric, Shaman",7ed,uncommon,https://scryfall.com/card/7ed/222/storm-shaman?utm_source=api
"Storm, Queen of Wakanda","Storm, Queen of Wakanda",Legendary Creature — Mutant Noble Hero,3,"Mutant, Noble, Hero",msc,rare,https://scryfall.com/card/msc/97/storm-queen-of-wakanda?utm_source=api
"Storrev, Devkarin Lich","Storrev, Devkarin Lich",Legendary Creature — Zombie Elf Wizard,3,"Zombie, Elf, Wizard",war,rare,https://scryfall.com/card/war/219/storrev-devkarin-lich?utm_source=api
Stronghold Assassin,Stronghold Assassin,Creature — Phyrexian Zombie Assassin,3,"Phyrexian, Zombie, Assassin",tpr,rare,https://scryfall.com/card/tpr/120/stronghold-assassin?utm_source=api
Stubborn Burrowfiend,Stubborn Burrowfiend,Creature — Badger Beast Mount,3,"Badger, Beast, Mount",otj,uncommon,https://scryfall.com/card/otj/184/stubborn-burrowfiend?utm_source=api
"Suki, Courageous Rescuer","Suki, Courageous Rescuer",Legendary Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tla,rare,https://scryfall.com/card/tla/37/suki-courageous-rescuer?utm_source=api
"Suki, Kyoshi Captain","Suki, Kyoshi Captain",Legendary Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tle,rare,https://scryfall.com/card/tle/85/suki-kyoshi-captain?utm_source=api
"Suki, Kyoshi Warrior","Suki, Kyoshi Warrior",Legendary Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tla,uncommon,https://scryfall.com/card/tla/243/suki-kyoshi-warrior?utm_source=api
Sultai Devotee,Sultai Devotee,Creature — Zombie Snake Druid,3,"Zombie, Snake, Druid",tdm,common,https://scryfall.com/card/tdm/160/sultai-devotee?utm_source=api
Sun Warriors,Sun Warriors,Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tla,uncommon,https://scryfall.com/card/tla/244/sun-warriors?utm_source=api
"Sun-Spider, Nimble Webber","Sun-Spider, Nimble Webber",Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,uncommon,https://scryfall.com/card/spm/154/sun-spider-nimble-webber?utm_source=api
Sunseed Nurturer,Sunseed Nurturer,Creature — Human Druid Wizard,3,"Human, Druid, Wizard",ala,uncommon,https://scryfall.com/card/ala/29/sunseed-nurturer?utm_source=api
Super Shredder,Super Shredder,Legendary Creature — Mutant Ninja Human,3,"Mutant, Ninja, Human",tmt,mythic,https://scryfall.com/card/tmt/83/super-shredder?utm_source=api
Super-Skrull,Super-Skrull,Legendary Creature — Skrull Shapeshifter Villain,3,"Skrull, Shapeshifter, Villain",msh,rare,https://scryfall.com/card/msh/115/super-skrull?utm_source=api
Superior Foes of Spider-Man,Superior Foes of Spider-Man,Creature — Human Rogue Villain,3,"Human, Rogue, Villain",msc,uncommon,https://scryfall.com/card/msc/167/superior-foes-of-spider-man?utm_source=api
Superior Spider-Man,Superior Spider-Man,Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,rare,https://scryfall.com/card/spm/155/superior-spider-man?utm_source=api
"Surtr, Fiery Jötun","Surtr, Fiery Jötun",Legendary Creature — Giant God Warrior,3,"Giant, God, Warrior",acr,rare,https://scryfall.com/card/acr/293/surtr-fiery-j%C3%B6tun?utm_source=api
Suspicious Nanny,Suspicious Nanny,Creature — Human Spy Rigger,3,"Human, Spy, Rigger",ust,uncommon,https://scryfall.com/card/ust/47/suspicious-nanny?utm_source=api
Suspicious Stowaway // Seafaring Werewolf,Suspicious Stowaway,Creature — Human Rogue Werewolf,3,"Human, Rogue, Werewolf",mid,rare,https://scryfall.com/card/mid/80/suspicious-stowaway-seafaring-werewolf?utm_source=api
Swampbenders,Swampbenders,Creature — Human Druid Ally,3,"Human, Druid, Ally",tle,rare,https://scryfall.com/card/tle/65/swampbenders?utm_source=api
Swashbuckler Extraordinaire,Swashbuckler Extraordinaire,Creature — Dragon Rogue Warrior,3,"Dragon, Rogue, Warrior",clb,uncommon,https://scryfall.com/card/clb/198/swashbuckler-extraordinaire?utm_source=api
"Swordsman, Sharp Scoundrel","Swordsman, Sharp Scoundrel",Legendary Creature — Human Hero Villain,3,"Human, Hero, Villain",msh,uncommon,https://scryfall.com/card/msh/116/swordsman-sharp-scoundrel?utm_source=api
Sylvan Advocate,Sylvan Advocate,Creature — Elf Druid Ally,3,"Elf, Druid, Ally",znc,rare,https://scryfall.com/card/znc/84/sylvan-advocate?utm_source=api
Sylvan Ranger,Sylvan Ranger,Creature — Elf Scout Ranger,3,"Elf, Scout, Ranger",jmp,common,https://scryfall.com/card/jmp/435/sylvan-ranger?utm_source=api
Symbiote Spider-Man,Symbiote Spider-Man,Legendary Creature — Symbiote Spider Hero,3,"Symbiote, Spider, Hero",spm,rare,https://scryfall.com/card/spm/156/symbiote-spider-man?utm_source=api
"T'Chaka, Venerable King","T'Chaka, Venerable King",Legendary Creature — Human Noble Hero,3,"Human, Noble, Hero",msc,rare,https://scryfall.com/card/msc/98/tchaka-venerable-king?utm_source=api
"T'Challa, the Black Panther","T'Challa, the Black Panther",Legendary Creature — Human Noble Hero,3,"Human, Noble, Hero",msc,mythic,https://scryfall.com/card/msc/7/tchalla-the-black-panther?utm_source=api
Tajuru Archer,Tajuru Archer,Creature — Elf Archer Ally,3,"Elf, Archer, Ally",ddp,uncommon,https://scryfall.com/card/ddp/23/tajuru-archer?utm_source=api
Tajuru Beastmaster,Tajuru Beastmaster,Creature — Elf Warrior Ally,3,"Elf, Warrior, Ally",bfz,common,https://scryfall.com/card/bfz/193/tajuru-beastmaster?utm_source=api
Tajuru Pathwarden,Tajuru Pathwarden,Creature — Elf Warrior Ally,3,"Elf, Warrior, Ally",fdn,common,https://scryfall.com/card/fdn/558/tajuru-pathwarden?utm_source=api
Tajuru Stalwart,Tajuru Stalwart,Creature — Elf Scout Ally,3,"Elf, Scout, Ally",bfz,common,https://scryfall.com/card/bfz/194/tajuru-stalwart?utm_source=api
Tajuru Warcaller,Tajuru Warcaller,Creature — Elf Warrior Ally,3,"Elf, Warrior, Ally",bfz,uncommon,https://scryfall.com/card/bfz/195/tajuru-warcaller?utm_source=api
Takeno's Cavalry,Takeno's Cavalry,Creature — Human Samurai Archer,3,"Human, Samurai, Archer",bok,common,https://scryfall.com/card/bok/24/takenos-cavalry?utm_source=api
Talas Explorer,Talas Explorer,Creature — Human Pirate Scout,3,"Human, Pirate, Scout",p02,common,https://scryfall.com/card/p02/49/talas-explorer?utm_source=api
Talas Researcher,Talas Researcher,Creature — Human Pirate Wizard,3,"Human, Pirate, Wizard",me4,uncommon,https://scryfall.com/card/me4/66/talas-researcher?utm_source=api
Talas Scout,Talas Scout,Creature — Human Pirate Scout,3,"Human, Pirate, Scout",p02,common,https://scryfall.com/card/p02/52/talas-scout?utm_source=api
Talas Warrior,Talas Warrior,Creature — Human Pirate Warrior,3,"Human, Pirate, Warrior",p02,rare,https://scryfall.com/card/p02/53/talas-warrior?utm_source=api
Talus Paladin,Talus Paladin,Creature — Human Knight Ally,3,"Human, Knight, Ally",wwk,rare,https://scryfall.com/card/wwk/21/talus-paladin?utm_source=api
Tarkir Duneshaper // Burnished Dunestomper,Burnished Dunestomper,Creature — Phyrexian Dog Warrior,3,"Phyrexian, Dog, Warrior",mom,common,https://scryfall.com/card/mom/43/tarkir-duneshaper-burnished-dunestomper?utm_source=api
"Taskmaster, Mercenary Mimic","Taskmaster, Mercenary Mimic",Legendary Creature — Human Mercenary Villain,3,"Human, Mercenary, Villain",msh,rare,https://scryfall.com/card/msh/232/taskmaster-mercenary-mimic?utm_source=api
Tato Farmer,Tato Farmer,Creature — Zombie Mutant Peasant,3,"Zombie, Mutant, Peasant",pip,rare,https://scryfall.com/card/pip/86/tato-farmer?utm_source=api
Tattermunge Duo,Tattermunge Duo,Creature — Goblin Warrior Shaman,3,"Goblin, Warrior, Shaman",shm,common,https://scryfall.com/card/shm/218/tattermunge-duo?utm_source=api
Tavern Ruffian // Tavern Smasher,Tavern Ruffian,Creature — Human Warrior Werewolf,3,"Human, Warrior, Werewolf",mid,common,https://scryfall.com/card/mid/163/tavern-ruffian-tavern-smasher?utm_source=api
Teacher's Pet,Teacher's Pet,Creature — Cat Bird Scientist,3,"Cat, Bird, Scientist",ust,uncommon,https://scryfall.com/card/ust/25/teachers-pet?utm_source=api
Tel-Jilad Fallen,Tel-Jilad Fallen,Creature — Phyrexian Elf Warrior,3,"Phyrexian, Elf, Warrior",som,common,https://scryfall.com/card/som/130/tel-jilad-fallen?utm_source=api
"Teo, Spirited Glider","Teo, Spirited Glider",Legendary Creature — Human Pilot Ally,3,"Human, Pilot, Ally",tla,uncommon,https://scryfall.com/card/tla/74/teo-spirited-glider?utm_source=api
"Terra, Herald of Hope","Terra, Herald of Hope",Legendary Creature — Human Wizard Warrior,3,"Human, Wizard, Warrior",fic,mythic,https://scryfall.com/card/fic/4/terra-herald-of-hope?utm_source=api
"Terra, Magical Adept // Esper Terra","Terra, Magical Adept",Legendary Creature — Human Wizard Warrior,3,"Human, Wizard, Warrior",fin,mythic,https://scryfall.com/card/fin/245/terra-magical-adept-esper-terra?utm_source=api
Thalakos Scout,Thalakos Scout,Creature — Thalakos Soldier Scout,3,"Thalakos, Soldier, Scout",tpr,common,https://scryfall.com/card/tpr/71/thalakos-scout?utm_source=api
Thalia and The Gitrog Monster,Thalia and The Gitrog Monster,Legendary Creature — Human Frog Horror,3,"Human, Frog, Horror",mom,mythic,https://scryfall.com/card/mom/255/thalia-and-the-gitrog-monster?utm_source=api
That Which Was Compleated,That Which Was Compleated,Artifact Creature — Eldrazi Phyrexian Processor,3,"Eldrazi, Phyrexian, Processor",unk,uncommon,https://scryfall.com/card/unk/UA01b/that-which-was-compleated?utm_source=api
The Astonishing Ant-Man,The Astonishing Ant-Man,Legendary Creature — Human Scientist Hero,3,"Human, Scientist, Hero",msh,rare,https://scryfall.com/card/msh/204/the-astonishing-ant-man?utm_source=api
The Beamtown Bullies,The Beamtown Bullies,Legendary Creature — Ogre Devil Warrior,3,"Ogre, Devil, Warrior",ncc,mythic,https://scryfall.com/card/ncc/6/the-beamtown-bullies?utm_source=api
